"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_text_box_submission","","Wed Apr 29 01:53:53 UTC 2026","broken","Wed Apr 29 01:53:53 UTC 2026","","test_01_xpath","",""
"","661","test_login_and_purchase","","Wed Apr 29 01:54:04 UTC 2026","failed","Wed Apr 29 01:54:04 UTC 2026","","test_05_compra_saucedemo_error","",""
"","0","test_submit_textbox_form","","Wed Apr 29 01:53:57 UTC 2026","broken","Wed Apr 29 01:53:57 UTC 2026","","test_02_xpath_simple","",""
"","0","test_google_search_urquiza","","Wed Apr 29 01:53:57 UTC 2026","broken","Wed Apr 29 01:53:57 UTC 2026","","test_03_google_búsqueda","",""
"","3135","test_login_and_purchase","","Wed Apr 29 01:54:00 UTC 2026","passed","Wed Apr 29 01:54:03 UTC 2026","","test_04_compra_saucedemo","",""
"","1103","test_carrito_suma_total","","Wed Apr 29 01:54:05 UTC 2026","passed","Wed Apr 29 01:54:06 UTC 2026","","test_06_validacion_carrito","",""
